Date,Gold,SP500,Euro,Oil,Silver,Quarter
2018-01-18,125.860001,273.936646,1.2239,12.76,38917,1
2012-04-13,160.850006,119.62426,1.3077,39.150002,55809,2
2013-05-15,134.630005,148.125656,1.2887,33.610001000000004,43314,2
2016-04-13,118.769997,197.03125,1.1274,10.51,38563,2
2017-05-12,116.830002,231.05357400000003,1.0931,9.95,38155,2
2014-09-08,120.730003,183.341324,1.2897,34.700001,41804,3
2015-09-24,110.489998,180.743256,1.123,14.59,36215,3
2017-06-29,118.32,234.482895,1.1441,9.21,38599,2
2014-12-31,113.580002,189.785645,1.2098,20.360001,35990,4
2018-12-31,121.25,249.919998,1.147,9.66,38821,4
2017-06-05,121.730003,235.8974,1.1255,9.8,40453,2
2015-02-11,117.07,191.069092,1.1334,18.51,37397,1
2015-04-07,116.110001,192.246399,1.0816,19.059999,37687,2
2016-03-01,117.769997,186.700195,1.0867,9.15,35621,1
2015-05-05,114.419998,193.748932,1.1186,20.76,37295,2
2014-12-26,114.830002,192.463348,1.2176,20.780001,37315,4
2013-01-02,163.169998,129.66188,1.3186,33.82,58938,1
2012-10-01,172.28999299999995,127.241432,1.2889,34.25,62934,4
2018-06-20,120.260002,273.131378,1.1572,13.28,39626,2
2013-11-01,126.949997,158.72401399999995,1.3487,34.130001,48675,4
2015-04-15,115.43,195.167969,1.0686,19.709999,36581,2
2015-03-05,115.0,194.328537,1.1031,18.709999,36217,1
2018-08-03,114.919998,280.682892,1.1567,14.27,38072,3
2015-12-10,102.550003,192.86586,1.0941,11.37,34215,4
2013-04-01,154.669998,139.146439,1.2849,34.68,52725,2
2014-06-24,126.980003,177.95777900000004,1.3605,39.09,44494,2
2013-07-22,128.839996,151.939285,1.3186,37.919998,42234,3
2013-11-11,123.870003,159.723816,1.3407,34.259998,48373,4
2012-09-27,172.339996,127.49706299999998,1.2914,34.150002,63055,3
2015-06-26,112.559998,195.623718,1.1166,19.98,35968,2
2016-04-22,117.889999,197.950089,1.1234,10.76,39985,2
2018-04-05,125.800003,261.732361,1.224,12.83,38226,2
2018-12-17,117.870003,253.877457,1.1347,10.45,38169,4
2018-10-23,116.389999,272.021484,1.1471,14.04,39113,4
2018-08-23,112.199997,282.850403,1.1539,14.27,36608,3
2016-03-03,120.730003,188.274017,1.0957,9.25,36304,1
2015-11-24,102.940002,196.126068,1.0641,13.32,33889,4
2018-10-26,116.769997,263.789551,1.1403,14.33,38712,4
2012-04-03,159.889999,123.218033,1.3234,39.66,57567,2
2014-06-27,126.660004,178.981506,1.3649,38.98,44529,2
2012-11-14,167.139999,119.819359,1.2736,31.77,61375,4
2012-08-31,164.220001,123.76886,1.2577,35.889999,58404,3
2016-09-21,127.269997,206.540604,1.1189,10.4,47169,3
2012-11-27,168.71000700000005,123.697891,1.2945,31.98,63536,4
2016-06-09,121.25,200.896088,1.1316,12.25,40909,2
2014-10-16,119.220001,171.048706,1.2809,31.1,38872,4
2012-12-26,160.779999,125.83578500000002,1.3224,33.150002,57472,4
2012-04-26,161.029999,122.258545,1.3209,39.529999,55924,2
2013-09-20,127.959999,153.778763,1.3524,37.77,49306,3
2012-04-19,159.429993,120.13018,1.3136,38.959999,56576,2
2013-07-29,128.470001,151.12355,1.3262,37.130001,41146,3
2017-05-08,116.75,231.710999,1.0924,9.67,38011,2
2018-11-23,115.769997,261.721649,1.1341,10.83,36061,4
2018-04-25,125.410004,259.751923,1.2161,13.72,39490,2
2015-12-28,102.269997,193.391281,1.0968,10.93,33451,4
2018-04-23,125.620003,262.648682,1.2209,13.92,39515,2
2013-03-14,153.679993,139.13398700000002,1.3005,33.419998,54289,1
2013-06-14,134.429993,145.50412,1.3347,34.740002000000004,43788,2
2014-03-31,123.610001,170.114197,1.3771,36.59,42805,1
2017-10-17,122.129997,249.432907,1.1766,10.49,39769,4
2017-12-27,122.230003,262.336975,1.1888,11.92,38673,4
2018-09-13,113.760002,287.838531,1.169,14.49,37061,3
2016-02-03,109.25,180.28244,1.1104,9.34,35732,1
2013-05-23,134.610001,147.528229,1.2936,33.540001000000004,43571,2
2014-04-14,127.849998,166.41186499999995,1.3821,37.380001,43229,2
2013-12-04,119.959999,161.894653,1.3594,34.880001,43831,4
2012-11-01,166.070007,125.90155,1.2942,32.060001,59695,4
2013-08-13,127.739998,152.037872,1.3262,37.900002,46268,3
2015-05-19,115.889999,197.579391,1.1149,19.629999,39276,2
2017-06-19,118.43,237.69873,1.1148,9.12,38169,2
2016-02-10,114.459999,174.59968600000005,1.129,7.96,36780,1
2017-09-01,126.059998,240.788239,1.1859,9.67,40021,3
2014-03-04,128.679993,169.88324,1.3744,37.060001,46557,1
2016-03-09,119.580002,187.897064,1.0999,10.15,37223,1
2012-07-05,155.679993,119.93721,1.2393,32.619999,52560,3
2014-05-06,125.980003,169.904984,1.3928,36.189999,42571,2
2017-02-21,117.75,227.655746,1.0537,11.54,42836,1
2013-11-18,122.900002,161.61541699999995,1.3505,33.619999,45335,4
2014-08-19,124.68,181.33049,1.332,34.709999,42240,3
2015-02-12,117.339996,192.906555,1.1403,19.18,37225,1
2017-01-24,115.269997,219.097855,1.0731,11.37,41718,1
2016-12-08,111.57,215.469421,1.0615,11.31,41525,4
2016-10-26,120.790001,204.550034,1.0909,11.09,42116,4
2016-02-05,112.32,177.125351,1.1159,8.91,35806,1
2018-07-26,115.769997,280.425568,1.1643,14.47,38275,3
2017-01-18,114.870003,218.279602,1.0631,11.16,41997,1
2017-06-09,120.540001,235.336609,1.1196,9.49,39694,2
2018-11-27,114.949997,266.841736,1.1288,10.95,35772,4
2018-04-12,126.620003,262.018097,1.2327,13.52,38668,2
2012-01-25,166.419998,115.124702,1.311,38.349998,56411,1
2016-01-25,106.080002,176.83320600000005,1.0849,8.54,34679,1
2013-03-26,154.720001,139.271286,1.2861,34.450001,54078,1
2018-02-20,126.239998,266.340881,1.2338,12.39,38389,1
2017-04-05,119.620003,226.99287400000003,1.0663,10.68,42258,2
2013-08-20,132.449997,148.4254,1.3417,37.52,50459,3
2015-02-09,119.169998,188.945343,1.1324,19.77,37798,1
2014-08-01,124.379997,175.946991,1.3430000000000002,36.189999,44427,3
2016-12-13,110.449997,217.967209,1.0627,11.73,41235,4
2013-02-19,155.330002,136.04466200000002,1.3388,34.959999,55171,1
2012-06-25,153.759995,115.14113600000002,1.2505,29.799999,53675,2
2015-04-08,115.470001,192.89563,1.0781,18.07,36958,2
2015-05-26,113.910004,195.418396,1.0873,19.690001,38510,2
2016-11-17,116.169998,209.574295,1.0626,10.13,40740,4
2018-08-13,112.959999,279.198334,1.1409,14.01,37711,3
2015-04-27,115.330002,195.483307,1.0888,19.52,37148,2
2014-02-06,121.239998,160.73611499999996,1.359,34.900002,44413,1
2015-06-11,113.260002,196.299484,1.1258,20.49,36812,2
2018-09-05,113.32,286.0570370000001,1.1629,14.49,36516,3
2018-04-30,124.589996,260.618988,1.2079,13.8,38642,2
2012-09-14,171.800003,129.099747,1.3127,36.84,64312,3
2011-12-16,155.229996,105.597549,1.3035,36.27,53458,4
2017-11-03,120.620003,252.342484,1.1609,11.18,39048,4
2016-09-16,125.059998,204.195923,1.1155,10.0,45273,3
2015-11-03,106.980003,197.671844,1.0968,15.28,35799,4
2016-06-29,125.839996,196.780365,1.1125,11.79,43202,2
2016-07-27,128.029999,206.169006,1.1058,9.9,47019,3
2017-01-13,114.209999,218.568375,1.0644,11.41,40887,1
2015-08-03,104.099998,195.465286,1.0951,15.1,33499,3
2016-05-10,120.980003,197.45752,1.1372,10.99,40839,2
2012-06-05,157.139999,112.584969,1.2454,31.76,54442,2
2014-12-12,117.410004,184.473953,1.2462,21.93,38707,4
2014-01-09,118.459999,166.314957,1.3609,33.080002,44124,1
2015-11-27,101.25,196.322784,1.0593,13.03,33701,4
2013-06-05,135.520004,143.801025,1.3094,33.259998,44228,2
2012-06-27,152.830002,116.763191,1.247,30.200001,52767,2
2013-05-28,133.490005,148.286179,1.2856,33.790001000000004,43262,2
2016-07-12,127.150002,204.674026,1.1059,11.19,47342,3
2018-02-01,128.070007,276.331146,1.251,13.24,39309,1
2017-12-15,119.18,261.542114,1.1754,11.46,37205,4
2013-11-12,122.449997,159.399521,1.3436,33.639999,47750,4
2013-03-21,156.25,137.639511,1.2898,33.049999,55063,1
2014-03-18,130.619995,169.955658,1.3934,35.580002,45840,1
2018-11-19,115.669998,267.537689,1.1453,12.14,36864,4
2015-10-06,109.860001,185.296234,1.1271,15.74,37333,4
2018-03-19,124.870003,266.510986,1.2335,12.55,38520,1
2015-05-18,117.519997,197.644302,1.1315,20.440001,40470,2
2017-02-24,119.699997,227.896423,1.0563,11.46,43353,1
2014-06-06,120.610001,177.72796599999995,1.3643,37.610001,39997,2
2015-04-29,115.510002,195.297806,1.1132,20.120001,37714,2
2012-04-18,159.309998,120.906502,1.3121,39.049999,56064,2
2014-08-21,122.879997,182.345032,1.3282,35.09,42080,3
2014-04-11,126.93,165.111084,1.3885,37.18,43177,2
2014-07-09,127.839996,180.169693,1.3645,37.689999,44787,3
2013-04-09,153.339996,139.77063,1.3082,33.639999,52163,2
2014-03-25,126.410004,169.477402,1.3827,35.77,43508,1
2014-08-05,123.870003,175.499084,1.3376,36.16,43381,3
2018-01-10,125.029999,269.010223,1.1947,12.68,38992,1
2012-03-08,165.279999,119.015457,1.3271,40.82,58775,1
2015-03-13,110.879997,190.053421,1.0495,16.799999,35533,1
2018-11-02,116.650002,270.31149300000004,1.1387,13.31,38620,4
2014-12-08,115.779999,189.726563,1.2317,23.91,36595,4
2012-09-04,164.479996,123.654823,1.2567,35.509998,60606,3
2012-01-05,157.779999,111.199211,1.278,39.169998,52740,1
2015-01-28,123.419998,184.799545,1.1288,16.559998999999998,39472,1
2012-09-12,167.919998,126.600876,1.29,36.040001,63298,3
2011-12-29,150.339996,109.531738,1.2962,38.41,50218,4
2014-03-10,129.130005,170.408493,1.3877,36.299999,45973,1
2013-05-06,142.149994,144.255783,1.3076,34.139999,45168,2
2017-07-31,120.75,239.748688,1.1842,10.28,38645,3
2016-11-18,115.150002,209.105347,1.0588,10.32,40388,4
2014-10-28,118.099998,182.196655,1.2734,30.82,38129,4
2016-06-10,121.739998,198.992111,1.1251,11.87,41068,2
2014-05-08,124.169998,170.723648,1.3841,36.490002,41587,2
2015-02-18,116.339996,194.023819,1.1397,19.26,36278,1
2017-12-07,118.489998,257.829681,1.1773,11.33,37036,4
2016-07-21,127.300003,205.930923,1.1025,10.49,46621,3
2017-10-09,122.080002,247.948822,1.1741,10.0,39940,4
2015-07-02,111.760002,193.219238,1.1084,18.93,35435,3
2018-03-06,126.529999,267.793335,1.2404,12.57,39281,1
2016-04-05,117.660004,193.422165,1.1384,9.13,36082,2
2017-03-28,119.040001,227.514954,1.0813,10.15,42388,1
2017-12-21,120.309998,262.592133,1.1873,11.64,37530,4
2013-03-13,153.660004,138.397171,1.2961,33.189999,54757,1
2014-03-06,130.169998,170.42662,1.3861,36.57,47194,1
2013-02-11,159.699997,134.73085,1.3407,35.119999,57661,1
2017-09-08,127.970001,239.564087,1.2035,9.73,41570,3
2015-02-06,118.639999,189.794861,1.1315,19.469999,37024,1
2015-01-23,124.230003,189.259323,1.1208,17.0,39965,1
2014-03-20,127.860001,170.03718600000005,1.3779,35.580002,44992,1
2016-05-02,123.239998,197.002823,1.1532,11.05,41217,2
2014-02-18,127.400002,166.858337,1.3758,36.66,48023,1
2015-12-17,100.5,191.919662,1.0825,10.74,33170,4
2016-12-30,109.610001,215.179871,1.0516,11.72,39049,4
2015-11-11,103.830002,194.617783,1.0744,13.76,34190,4
2012-10-15,168.350006,127.003426,1.295,34.0,59959,4
2014-06-09,120.650002,177.909943,1.3594,38.18,40297,2
2015-09-02,108.620003,182.119263,1.1227,15.09,34728,3
2012-04-16,160.46000700000005,119.545753,1.3139,39.18,55920,2
2014-05-14,125.809998,171.978973,1.3715,37.18,42348,2
2014-12-15,114.389999,183.206741,1.2437,21.059999,38315,4
2013-02-01,161.449997,134.26036100000002,1.364,35.349998,58502,1
2015-05-21,115.690002,198.015305,1.1113,20.5,39166,2
2015-05-29,114.099998,195.826462,1.0988,20.309999,38349,2
2014-07-24,124.349998,181.5681,1.3464,37.82,43786,3
2018-11-01,116.629997,271.922089,1.1409,13.46,38771,4
2012-01-13,159.259995,111.893974,1.2677,38.16,52001,1
2016-10-05,120.779999,206.358765,1.1205,11.35,42615,4
2012-12-31,162.020004,126.421715,1.3196,33.369999,57864,4
2013-07-18,124.010002,151.374557,1.311,38.34,40473,3
2014-11-05,109.790001,185.805511,1.2486,29.950001,34412,4
2015-12-03,101.760002,192.622314,1.0941,12.77,33477,4
2015-05-13,116.550003,194.787689,1.1357,20.610001,39524,2
2015-01-09,117.260002,188.594528,1.1841,18.280001,36833,1
2016-05-17,122.220001,194.047379,1.1314,11.92,41180,2
2015-04-20,114.720001,194.630005,1.0737,19.889999,36074,2
2017-09-20,123.620003,244.150742,1.1893,10.24,40247,3
2013-07-12,124.129997,150.155426,1.3068,37.560001,41316,3
2013-08-29,135.869995,147.16146899999995,1.3241,38.580002,55542,3
2017-08-18,122.300003,235.804199,1.1762,9.97,39063,3
2018-04-04,126.449997,259.682953,1.2278,12.82,38212,2
2016-12-21,107.849998,217.336227,1.0425,11.44,39140,4
2016-04-20,118.970001,199.020508,1.1297,10.76,40132,2
2016-03-28,116.599998,192.522278,1.1196,10.01,36563,1
2015-06-30,112.370003,191.886459,1.1138,19.879999,35536,2
2018-12-03,116.410004,277.678436,1.1354,11.27,36153,4
2015-10-05,108.769997,185.933319,1.1185,15.0,36741,4
2012-11-02,162.600006,124.782082,1.2837,31.35,57651,4
2018-07-05,119.050003,270.30078100000003,1.1691,14.78,39226,3
2011-12-15,152.330002,105.44123799999998,1.3018,36.130001,53604,4
2017-12-08,118.480003,259.235626,1.1764,11.49,37055,4
2014-06-13,122.959999,176.590912,1.3542,39.119999,41875,2
2012-11-21,167.559998,122.92218,1.2829,32.119999,62047,4
2016-01-29,106.949997,182.563065,1.0837,9.65,34750,1
2017-09-14,126.160004,242.97419700000003,1.1919,10.13,41140,3
2013-02-12,159.889999,134.952759,1.3454,35.279999,57555,1
2017-06-27,118.809998,234.46344,1.1339,9.1,38355,2
2017-04-24,121.480003,229.303589,1.0868,10.25,41129,2
2018-03-14,125.699997,270.168213,1.2367,12.28,38757,1
2016-03-21,118.959999,193.876831,1.1241,10.59,37864,1
2016-12-02,112.139999,210.234619,1.0673,11.48,40327,4
2015-05-07,113.419998,193.721054,1.1267,20.200001,37865,2
2016-06-07,118.82,200.517181,1.1358,12.22,39010,2
2015-03-10,111.419998,189.268539,1.0698,17.91,35697,1
2016-10-03,125.32,206.502319,1.1211,11.1,44893,4
2018-02-13,126.080002,261.041565,1.2352,11.87,38245,1
2015-03-17,110.209999,192.020157,1.0598,15.96,35356,1
2015-02-20,115.279999,195.048721,1.1381,18.65,36314,1
2013-06-12,134.25,144.229034,1.3337,34.029999,43546,2
2012-10-25,166.020004,124.667503,1.2934,31.780001,59449,4
2017-10-20,121.610001,251.034134,1.1785,10.43,39877,4
2013-09-03,136.419998,147.35870400000005,1.317,38.759998,57308,3
2016-05-05,122.07,194.161041,1.1405,10.9,40915,2
2015-04-14,114.440002,194.296143,1.0654,18.82,36325,2
2016-02-04,110.57,180.56517,1.1208,9.12,35829,1
2014-05-02,125.059998,171.069305,1.3869999999999998,36.290001,42083,2
2014-04-16,125.540001,169.31368999999995,1.3816,37.48,42416,2
2013-11-21,119.940002,162.056793,1.3482,34.169998,45137,4
2018-04-19,127.599998,264.93457,1.2346,13.77,40635,2
2017-03-09,114.470001,228.011917,1.0577,10.53,40834,1
2016-12-23,107.93,217.278458,1.0456,11.56,38595,4
2012-12-19,161.690002,127.188545,1.3228,32.669998,59607,4
2017-11-22,122.629997,253.621552,1.1822,11.6,39569,4
2012-09-17,170.399994,128.661346,1.3117,35.75,63761,3
2016-07-07,129.740005,199.513153,1.1063,10.82,46893,3
2014-09-25,117.389999,180.295761,1.275,34.830002,39230,3
2018-08-02,114.519997,279.485382,1.1584,14.36,37941,3
2014-03-03,130.28999299999998,167.528534,1.3735,37.52,47186,1
2015-01-29,120.760002,186.507751,1.132,16.68,37286,1
2015-03-25,114.730003,190.83667,1.0972,17.360001,38158,1
2013-05-16,134.089996,147.43014499999995,1.2882,33.869999,43262,2
2012-05-02,160.589996,122.398117,1.3157,39.889999,55147,2
2012-09-24,171.050003,128.38734399999998,1.2931,34.09,62412,3
2017-04-13,122.599998,224.798157,1.0614,11.13,42571,2
2018-10-18,115.919998,274.795288,1.1453,14.56,38859,4
2017-07-18,118.110001,238.670242,1.1555,9.54,37695,3
2013-03-12,154.190002,138.201843,1.3034,33.259998,54943,1
2017-04-06,119.18,227.630997,1.0644,10.86,42093,2
2017-06-02,121.610001,236.071411,1.1282,9.86,40274,2
2014-11-20,114.860001,188.780716,1.254,28.73,35819,4
2014-02-19,126.269997,165.753448,1.3733,36.900002,47787,1
2012-12-18,162.080002,128.140533,1.3230000000000002,32.18,60687,4
2017-08-07,119.510002,240.817352,1.1796,10.1,37271,3
2015-02-05,121.790001,190.321167,1.1477,19.030001,37859,1
2013-10-08,127.400002,149.058746,1.3573,37.310001,49952,4
2015-05-22,115.599998,197.542282,1.1018,20.25,38928,2
2017-03-22,118.830002,226.50944500000003,1.0797,10.12,41233,1
2013-01-16,162.649994,130.540771,1.329,34.279999,59718,1
2017-11-07,121.209999,252.557281,1.1586,11.49,39594,4
2012-12-17,164.440002,126.730164,1.3165,32.009998,61484,4
2012-03-29,161.279999,122.319626,1.3302,39.290001,56771,1
2014-03-14,133.100006,167.238724,1.3914,35.529999,47084,1
2014-05-13,124.599998,172.797668,1.3704,37.040001,41884,2
2017-06-30,118.019997,234.92009,1.1426,9.5,38344,2
2018-10-31,115.150002,269.058807,1.1312,13.79,38050,4
2018-05-02,123.650002,259.32827799999995,1.1951,13.67,38809,2
2015-11-06,104.099998,196.772461,1.0741,14.23,34910,4
2013-10-25,130.46000700000002,158.489792,1.3805,35.32,49709,4
2015-07-30,104.269997,196.481171,1.0933,16.1,34020,3
2013-05-09,140.809998,145.236649,1.3043,34.169998,45165,2
2014-12-01,116.580002,188.945999,1.247,26.32,36723,4
2016-05-03,122.959999,195.288269,1.1497,10.74,40984,2
2018-10-12,115.230003,274.347931,1.1563,15.12,38918,4
2017-12-12,118.150002,260.475586,1.1742,11.44,36729,4
2017-07-06,116.470001,233.705627,1.1423,9.31,37452,3
2018-07-12,118.129997,276.496399,1.1672,14.39,39335,3
2014-04-07,124.910004,167.68541000000005,1.3741,36.279999,43080,2
2016-07-11,129.28999299999998,203.198151,1.1058,10.65,47812,3
2012-06-28,151.050003,116.42997,1.244,29.5,51756,2
2017-09-29,121.580002,245.293091,1.1814,10.43,39457,3
2017-05-24,119.610001,232.629517,1.1219,10.6,39832,2
2015-10-29,109.720001,195.695099,1.0976,14.63,36544,4
2017-05-22,119.900002,231.575653,1.1238,10.54,39874,2
2018-03-13,125.779999,271.56176800000003,1.239,12.24,38821,1
2015-10-16,112.489998,190.430115,1.1347,15.22,37387,4
2013-02-20,151.440002,134.349121,1.3281,34.169998,53720,1
2014-12-02,115.139999,190.167328,1.2383,25.58,36158,4
2017-07-25,118.919998,240.380173,1.1652,9.81,38289,3
2016-01-06,104.669998,187.369339,1.0781,10.11,33774,1
2016-07-14,127.330002,205.788116,1.112,10.87,47509,3
2014-08-07,126.18,174.603363,1.3363,36.16,43814,3
2014-09-30,116.209999,180.920258,1.2632,34.41,38516,3
2012-06-11,155.360001,114.626129,1.2475,30.700001,54694,2
2015-07-06,112.059998,192.613419,1.1057,17.73,36181,3
2013-07-05,118.089996,146.1306,1.2832,36.560001,39402,3
2012-06-15,157.839996,117.613701,1.2638,31.629999,54554,2
2013-02-08,161.570007,134.757431,1.3365,34.700001,58212,1
2011-12-20,156.979996,107.629784,1.3079,37.560001,53487,4
2017-03-31,118.720001,227.921021,1.0652,10.64,42326,1
2015-12-23,102.309998,194.154648,1.0909,11.26,34215,4
2012-03-07,163.630005,117.843025,1.315,40.610001,58464,1
2018-08-30,113.639999,287.313965,1.1671,14.75,36861,3
2015-06-24,112.589996,196.192215,1.1207,20.200001,36182,2
2017-09-05,127.459999,239.058884,1.1914,9.92,40609,3
2017-03-29,119.330002,227.727676,1.0767,10.37,42283,1
2013-05-03,142.089996,143.890228,1.3115,34.009998,44776,2
2014-08-28,124.0,182.929993,1.3183,35.32,42405,3
2013-07-26,128.779999,151.589676,1.3279,37.209999,40763,3
2016-07-22,126.349998,206.854599,1.0976,10.42,46321,3
2016-10-24,120.559998,205.650589,1.0883,11.43,42058,4
2018-01-22,126.650002,277.42044100000004,1.2262,12.78,38979,1
2014-10-27,118.059998,180.130493,1.2698,30.639999,38145,4
2014-03-21,128.470001,169.377365,1.3794,35.84,44651,1
2017-05-16,117.650002,232.117081,1.1082,10.11,38744,2
2014-01-24,122.290001,162.013046,1.3678,34.580002,44691,1
2016-12-09,110.400002,216.770966,1.0562,11.44,41221,4
2018-05-17,122.360001,268.008667,1.1795,14.49,40109,2
2014-06-23,126.849998,179.036316,1.3605,39.16,44445,2
2016-09-22,127.57,207.842087,1.1207,10.53,47568,3
2012-04-23,159.070007,119.318947,1.3155,39.029999,55553,2
2018-08-08,114.910004,282.523743,1.1611,13.9,37947,3
2016-11-14,116.110001,207.277466,1.0737,9.87,41017,4
2017-09-06,126.809998,239.874969,1.1917,10.04,41323,3
2012-12-13,164.369995,125.725304,1.3078,31.58,61508,4
2017-09-18,124.360001,243.818771,1.1954,10.17,39764,3
2015-05-14,117.18,196.818832,1.141,20.530001,39744,2
2013-03-08,152.71000700000005,137.988846,1.3006,33.049999,54854,1
2012-04-24,159.300003,119.772537,1.3194,39.169998,55697,2
2017-06-26,118.360001,236.367661,1.1182,8.93,38304,2
2014-08-18,124.959999,180.389069,1.3363,35.060001,42667,3
2012-05-31,151.619995,114.678444,1.2359,32.610001000000004,54110,2
2012-06-20,155.970001,118.788589,1.2704,30.49,54570,2
2013-02-26,156.220001,133.177338,1.3062,33.330002,54582,1
2017-08-04,119.650002,240.370468,1.1772,10.13,37262,3
2013-02-22,152.970001,134.837387,1.319,33.599998,53304,1
2015-06-03,113.639999,196.549927,1.1275,20.17,37948,2
2012-08-03,155.550003,122.181831,1.2387,34.07,53317,3
2012-03-30,162.119995,122.825531,1.3344,39.23,56909,1
2015-01-20,124.199997,186.572357,1.1551,17.48,39522,1
2018-08-28,113.68,286.937897,1.1695,14.43,37120,3
2015-01-16,122.519997,186.175339,1.157,18.33,39061,1
2012-08-09,156.990005,123.286575,1.2306,34.93,53512,3
2015-02-24,115.260002,195.575027,1.1341,18.040001,35974,1
2014-01-14,119.889999,166.342148,1.3679,33.040001000000004,44941,1
2014-07-25,125.790001,180.718124,1.3432,37.77,44281,3
2017-07-20,118.239998,240.069275,1.1631,9.61,37881,3
2016-09-27,126.620003,206.301361,1.1215,10.15,45494,3
2015-06-08,112.57,193.303741,1.1292,19.709999,36861,2
2012-03-05,165.649994,118.763596,1.3218,40.970001,56994,1
2012-02-14,167.119995,117.408775,1.3119,38.84,56416,1
2017-08-29,124.419998,237.883316,1.1972,9.46,39818,3
2018-02-07,124.790001,262.68045,1.2264,12.37,37863,1
2014-11-11,112.040001,187.495117,1.2475,29.42,34805,4
2014-02-10,122.919998,163.02740500000004,1.3647,35.630001,44670,1
2016-05-19,119.870003,193.431625,1.1203,11.79,39824,2
2018-04-26,124.970001,262.392517,1.2103,13.77,39343,2
2012-06-12,156.46000700000005,115.943237,1.2513,31.42,55076,2
2018-03-20,124.309998,266.964264,1.2242,12.81,38216,1
2014-10-13,118.519997,172.09552,1.2753,31.99,38336,4
2012-12-10,165.800003,125.584244,1.2941,31.389999,62948,4
2015-06-02,114.459999,196.030502,1.1155,20.68,38447,2
2015-12-11,103.110001,189.127914,1.0989,11.07,33983,4
2016-05-13,121.709999,193.962097,1.1308,11.37,40974,2
2014-05-16,124.5,171.060226,1.3695,37.23,40894,2
2017-05-31,120.620003,233.431961,1.1243,9.96,40096,2
2013-07-01,121.129997,144.64260900000005,1.3064,34.669998,40067,3
2013-03-15,154.0,138.950287,1.3076,33.599998,54192,1
2018-04-18,127.849998,266.412506,1.2373,13.88,40365,2
2012-02-08,168.5,117.408775,1.3258,38.040001,56821,1
2014-03-12,131.759995,169.611542,1.3904,35.349998,46771,1
2017-12-11,118.010002,260.016724,1.1768,11.6,36933,4
2013-11-08,124.279999,159.696793,1.3371,34.009998,48144,4
2016-11-22,115.540001,211.095947,1.0626,10.63,40790,4
2012-08-28,161.639999,123.979202,1.2565,35.790001000000004,57609,3
2018-02-02,126.389999,270.31543,1.2462,13.04,38651,1
2014-02-03,121.32,157.738373,1.3525,34.52,43858,1
2013-10-03,127.18,150.986374,1.3618,37.139999,48653,4
2014-12-30,115.199997,191.687714,1.2157,20.290001,37352,4
2012-01-27,168.970001,114.48203999999998,1.3226,38.299999,57165,1
2013-11-19,122.949997,161.26411399999995,1.3539,33.720001,45440,4
2016-08-16,128.470001,207.540146,1.1278,10.92,46336,3
2013-08-12,129.130005,151.589676,1.33,37.759998,45861,3
2018-07-31,115.989998,278.436218,1.1691,14.28,38321,3
2012-02-28,173.490005,119.467079,1.347,40.790001,60883,1
2017-10-31,120.669998,251.073166,1.1646,10.93,38818,4
2012-09-11,167.899994,126.180031,1.2855,36.110001,63804,3
2012-06-13,157.119995,115.201836,1.2556,31.1,55015,2
2013-12-12,118.290001,160.45343,1.3755,34.970001,44468,4
2017-06-06,123.099998,235.14328,1.1278,9.97,40777,2
2014-02-27,128.199997,168.289276,1.3709,36.689999,46505,1
2014-04-25,125.43,169.45921299999995,1.3833,36.599998,42607,2
2018-05-03,124.279999,258.756775,1.1988,13.82,38878,2
2012-08-22,160.53999299999995,124.347504,1.2528,36.220001,55309,3
2016-11-25,112.610001,211.995529,1.0587,10.33,40498,4
2012-03-09,166.380005,119.475792,1.3114,41.09,59221,1
2016-10-07,119.739998,205.794128,1.1201,11.33,41865,4
2017-03-08,115.059998,227.723114,1.0541,10.67,41430,1
2018-01-12,126.959999,272.73938,1.2187,12.87,39063,1
2014-06-10,121.389999,177.928085,1.3548,38.279999,40506,2
2018-02-21,125.660004,265.016083,1.2284,12.29,38640,1
2015-03-03,115.470001,194.937943,1.1176,18.49,36399,1
2013-11-25,120.459999,162.705353,1.3516,33.82,44500,4
2015-12-21,103.150002,190.055161,1.0915,10.66,34301,4
2013-02-05,161.96000700000005,134.09166000000002,1.3584,35.029999,58356,1
2014-07-07,127.019997,180.526169,1.3605,38.169998,44780,3
2014-02-14,127.150002,166.65910300000004,1.3693,35.91,46613,1
2013-04-11,151.050003,141.94635,1.3103,33.459999,51674,2
2012-05-17,152.800003,114.146362,1.2694,35.040001000000004,53134,2
2012-03-23,161.529999,121.813698,1.3273,40.689999,57203,1
2018-03-09,125.540001,273.671661,1.2307,12.47,38947,1
2012-09-10,167.28999299999995,125.829247,1.2759,35.849998,63980,3
2014-07-11,128.779999,179.703598,1.3609,37.16,46068,3
2013-07-23,129.71000700000002,151.61656200000004,1.3224,38.09,41854,3
2016-11-02,123.639999,200.722031,1.1097,10.28,44079,4
2018-05-11,125.0,268.836273,1.1944,14.25,40541,2
2017-07-21,119.260002,239.855545,1.1663,9.34,38150,3
2014-05-05,126.220001,171.396774,1.3876,36.139999,41961,2
2016-06-06,118.919998,200.20459,1.1355,12.04,39142,2
2016-02-01,108.050003,182.497055,1.0888,9.02,34870,1
2018-01-16,127.169998,271.807068,1.2261,12.76,39420,1
2013-01-22,163.669998,132.387238,1.3321,35.009998,59617,1
2018-09-28,112.760002,289.032166,1.1609,15.52,38577,3
